,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
1129076,105,Miller Brewing Co.,1240635481,1.5,1.0,1.5,thekanna,Light Lager,1.5,2.0,Miller Chill,4.1,35735
68965,2068,Gentle Ben's Brewing Company,1200259291,4.0,4.0,4.0,flyerduke,American Strong Ale,4.0,4.5,Brandy Barrel Bourbon Strong Ale,9.2,40198
329772,627,Monteith's Brewing Co.,1294770534,3.5,3.5,3.5,BeerAdvocate,English Pale Ale,3.5,3.5,Monteith's Original Ale,4.0,4592
521914,113,Samuel Smith Old Brewery (Tadcaster),1107043353,4.0,4.0,4.0,CVC,English Pale Ale,3.5,3.5,Samuel Smith's Organically Produced Ale,5.0,781
1384256,2454,Thomas Creek Brewery,1229745738,2.5,3.5,4.0,Cyberkedi,Doppelbock,2.0,2.0,Deep Water Dopplebock,6.25,6149
768714,42,Brewery Ommegang,1217986336,3.5,4.0,4.0,cbros,American Wild Ale,4.0,4.0,Ommegeddon,8.0,25005
1448732,296,St. Peter's Brewery Co Ltd,1188005259,4.0,4.0,4.0,wl0307,English India Pale Ale (IPA),4.0,3.5,St. Peter's India Pale Ale,4.9,33609
561470,423,Boulevard Brewing Co.,1267425040,3.5,3.0,4.5,corby112,Winter Warmer,3.5,3.0,Nutcracker Ale,5.9,3322
1167201,10099,Dogfish Head Brewery,1172467773,4.5,4.0,3.5,dherling,Berliner Weissbier,4.5,4.5,Festina Pêche,4.5,35720
1419978,738,Brasserie Fantôme,1122060375,3.0,5.0,4.0,francisweizen,Saison / Farmhouse Ale,3.5,5.0,Fantôme Strange Ghost,8.0,5964
1013260,143,Spoetzl Brewery,1323215251,3.0,2.5,3.5,eye2,Munich Helles Lager,3.5,3.0,Shiner Smokehaus,4.89,50270
472391,392,Weyerbacher Brewing Co.,1290313632,4.0,4.0,4.0,argock,English Barleywine,4.5,4.0,Blithering Idiot,11.1,1566
745820,6288,Picobrouwerij Alvinne / Den Bierzolder,1229992451,2.5,4.0,2.5,groovy24,Belgian IPA,3.5,2.5,Gaspar Ale,8.0,37540
1034937,39,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,1180208742,5.0,4.5,4.5,boulevard2,Hefeweizen,4.0,5.0,Ayinger Bräu Weisse,5.1,132
1085905,1550,Rock Bottom Restaurant & Brewery,1226289073,3.5,3.5,4.0,HopDerek,Pumpkin Ale,3.5,3.5,Ichabod's Pumpkin Ale,5.5,39125
1000752,435,Minhas Craft Brewery,1213403277,4.5,3.5,4.0,tgbljb,Euro Dark Lager,4.0,4.5,Berghoff Genuine Dark Beer,5.4,1315
1458291,2681,Oskar Blues Grill & Brew,1294415832,4.5,4.5,4.5,leedorham,Russian Imperial Stout,4.0,4.5,Ten FIDY,10.5,34483
1428757,26975,Bull Jagger Brewing Company,1324169374,3.5,4.0,3.5,deltatauhobbit,Munich Helles Lager,3.5,3.5,Portland Lager,,74419
1057668,200,Mendocino Brewing Company,1203646123,4.0,4.0,4.0,RedandWhiteGold,American Amber / Red Ale,3.5,3.5,Red Tail Ale,6.1,631
2339,25484,Brew Eyed,1324303250,4.0,4.0,4.0,StJamesGate,English Pale Ale,4.0,4.0,Brew Eyed Blond,4.5,71686
234653,1628,Southampton Publick House,1137302223,5.0,4.5,4.5,Ego,Saison / Farmhouse Ale,4.5,4.5,Southampton Saison,6.5,7401
656085,57,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",1289712309,2.0,2.0,2.5,Thorpe429,American Adjunct Lager,2.0,2.0,Dos Equis Special Lager,5.0,1907
811215,99,Matt Brewing Company,1258253418,3.5,3.5,4.0,hooliganlife,English Porter,3.5,4.0,Saranac Maple Porter,5.3,53203
303209,35,Boston Beer Company (Samuel Adams),1182026925,4.0,4.0,4.0,Cyberkedi,Fruit / Vegetable Beer,4.0,4.0,Samuel Adams Cherry Wheat,5.3,108
200319,192,New Belgium Brewing,1229716583,4.5,4.0,4.0,tavernjef,Extra Special / Strong Bitter (ESB),4.0,3.5,2° Below Winter Ale,6.6,26542
1435214,596,Portsmouth Brewery,1239949117,5.0,4.5,4.5,Mauerhan,Russian Imperial Stout,5.0,4.5,Portsmouth Kate The Great,12.0,23030
312368,35,Boston Beer Company (Samuel Adams),1264125504,4.0,3.5,4.0,Viggo,Milk / Sweet Stout,4.0,3.5,Samuel Adams Cream Stout,4.9,1879
746350,16315,BrewDog,1316801822,2.0,2.5,3.5,rarbring,American Double / Imperial IPA,2.5,2.5,Sink The Bismarck!,41.0,57015
1429408,2710,BJ's Chicago Pizza & Brewery Inc.,1098748113,4.0,3.0,4.0,watermelonman,American Porter,4.0,3.5,BJ's P.M. Porter,5.7,6613
718156,11017,Trumer Brauerei Berkeley,1315090218,4.0,4.0,3.5,Halcyondays,German Pilsener,3.5,4.0,Trumer Pils,4.8,12679
136901,5318,Port Brewing Company / Pizza Port,1298693402,4.0,4.0,4.0,Blanco,American IPA,4.5,4.5,Wipeout I.P.A.,7.0,33243
1119675,141,Smuttynose Brewing Company,1264879706,4.0,4.5,3.5,Viggo,Maibock / Helles Bock,4.0,4.0,Smuttynose Maibock (Big Beer Series),8.7,188
607169,258,Birra Peroni Industriale S.p.A.,1083040535,2.5,2.0,2.5,jvajda,Euro Pale Lager,2.5,2.0,Peroni Nastro Azzurro,5.1,1790
1131704,8877,Brü,1079421502,4.0,4.0,4.5,FranklinPCombs,American IPA,4.5,4.0,IPA,,16555
526551,283,Brouwerij Liefmans,1125061146,2.5,4.0,3.0,tjthresh,Flanders Oud Bruin,4.0,2.5,Goudenband,8.0,773
792956,579,Kona Brewing Co.,1239936449,4.0,4.0,4.0,MrHurmateeowish,American Pale Ale (APA),4.0,4.0,Fire Rock Pale Ale,5.8,5753
126344,641,Brouwerij Verhaeghe,1148695506,4.0,4.0,4.0,HochFliegen,Flanders Red Ale,4.0,4.5,Duchesse De Bourgogne,6.0,1745
479495,762,Butte Creek Brewing Company,1213553256,2.0,2.5,3.0,paulthebeerguru,American Porter,2.5,2.5,Butte Creek Organic Porter,6.1,2310
847186,11034,"Bard's Tale Beer Company, LLC",1260592707,4.0,3.0,3.0,huricrane47,Fruit / Vegetable Beer,3.0,3.0,Bard's Gold,4.6,47565
444954,590,New Glarus Brewing Company,1312421512,3.0,3.5,4.0,ThePorterSorter,English Porter,3.5,3.5,Unplugged Old English Porter,5.5,51761
1525158,45,Brooklyn Brewery,1316723100,4.5,4.0,4.5,TheDinger,Belgian Strong Dark Ale,4.0,4.5,Brooklyn Local 2,9.0,47678
94280,140,Sierra Nevada Brewing Co.,1266784126,4.5,4.0,5.0,m1ked,American IPA,4.0,4.5,Sierra Nevada Torpedo Extra IPA,7.2,30420
1458281,2681,Oskar Blues Grill & Brew,1324089985,4.0,4.0,4.0,JCaweinstein,Russian Imperial Stout,4.5,4.5,Ten FIDY,10.5,34483
1524262,45,Brooklyn Brewery,1286850208,4.5,4.0,4.0,hopsbreath,Saison / Farmhouse Ale,4.5,4.0,Brooklyn Sorachi Ace,7.6,51480
587101,15642,Flat Earth Brewing Company,1231700554,4.0,3.5,4.0,tmoneyba,California Common / Steam Beer,3.5,3.5,Element 115,5.5,36673
1285324,335,New Holland Brewing Company,1324330048,4.0,4.0,3.5,StonedTrippin,American Stout,4.0,4.0,New Holland Dragon's Milk Oak Barrel Ale,10.0,5428
486873,132,Rogue Ales,1248662157,4.0,4.5,4.0,jdense,Maibock / Helles Bock,4.0,4.5,John John Dead Guy Ale,6.4,55317
40362,568,Browar Okocim S.A. (Carlsberg),1207684075,3.0,2.0,3.0,Reanimator,Euro Pale Lager,3.0,3.0,O.K. Beer,5.6,1525
80430,140,Sierra Nevada Brewing Co.,1312076135,4.0,3.5,4.5,BigCheese,American Porter,4.0,4.5,Sierra Nevada Porter,5.6,279
1019506,402,Old Dominion Brewing Company,1085319666,3.5,3.5,4.0,Bierguy5,American Stout,3.0,4.0,Dominion Oak Barrel Stout,6.1,1192
77983,140,Sierra Nevada Brewing Co.,1114907996,4.0,3.0,4.0,Buildscharacter,American Barleywine,4.5,4.0,Sierra Nevada Bigfoot Barleywine Style Ale,9.6,2671
848216,18858,Driftwood Brewery,1274500555,4.5,4.5,4.0,gmcnally,Witbier,4.0,4.5,White Bark,5.0,47230
138485,9827,Big City Brewing CO LTD,1139687136,4.5,5.0,4.0,SilentSabre,Milk / Sweet Stout,3.0,5.0,Lion Heart Stout,7.6,24193
1362458,220,Lagunitas Brewing Company,1231314608,3.5,4.0,3.5,roadhouse,Cream Ale,4.0,3.5,Lagunitas Sirius Ale,7.0,16159
883815,147,Stone Brewing Co.,1279870011,3.5,4.5,4.0,Foxtrot,American Double / Imperial IPA,4.0,4.0,Stone 14th Anniversary Emperial IPA,8.9,59369
826667,2097,Kuhnhenn Brewing Company,1232595461,3.5,4.0,4.0,prototypic,Doppelbock,4.0,4.5,Kuhnhenn Dark Heathen Triple Bock,13.5,30249
1226082,347,Bar Harbor Brewing Company,1272846688,4.5,4.0,4.0,reeverbythespeak,American Stout,4.0,4.0,Cadillac Mountain Stout,6.7,3338
1087687,1550,Rock Bottom Restaurant & Brewery,1219367452,4.0,5.0,3.5,jushoppy2beer,American Pale Ale (APA),4.5,4.0,Pale Ale,,44477
57774,16866,The Bruery,1312154280,4.0,4.0,3.5,chriswilkes33,Saison / Farmhouse Ale,4.0,4.0,Saison Rue,8.5,42434
1547550,345,Victory Brewing Company,1209069684,4.0,4.0,4.0,SQNfan,Russian Imperial Stout,4.0,4.0,Storm King Stout,9.1,1013
1544919,345,Victory Brewing Company,1286579747,4.0,3.5,4.5,jmdrpi,American IPA,4.0,4.0,HopDevil Ale,6.7,1005
1260782,112,North Coast Brewing Co.,1089417805,4.5,4.0,4.0,beerinator,Belgian Strong Pale Ale,4.5,4.0,Pranqster,7.6,411
1252596,909,Ice Harbor Brewing Company,1190760899,3.0,2.5,3.0,imacoug,Altbier,2.5,3.5,Düsselfdorf Style Alt Ale,5.4,4671
285022,35,Boston Beer Company (Samuel Adams),1142213413,3.0,4.0,4.5,warriorsoul,Doppelbock,3.5,4.0,Samuel Adams Double Bock (Imperial Series),9.5,47785
1235422,23122,Cavalry Brewing,1313618550,4.5,3.5,3.5,far333,English Porter,4.0,4.0,Big Wally Porter,4.8,62642
1176763,10099,Dogfish Head Brewery,1182481246,3.0,3.5,3.0,Pualee,American Brown Ale,3.5,4.0,Indian Brown Ale,7.2,1161
1097454,418,Left Hand Brewing Company,1228094607,2.0,2.0,2.5,TheDeuce,English Brown Ale,2.0,2.5,Deep Cover Brown Ale,4.3,1516
724771,10607,Sixpoint Brewery,1306635840,4.5,4.0,4.0,Zodijackyl,German Pilsener,5.0,4.5,Sehr Crisp Pilsner,5.4,62989
1551649,345,Victory Brewing Company,1158548020,4.0,4.0,3.5,JohnnyM2002,German Pilsener,4.5,4.5,Prima Pils,5.3,1010
374709,22,Unibroue,1277513491,4.0,4.0,3.0,FeDUBBELFIST,Belgian Strong Dark Ale,4.0,4.5,Maudite,8.0,33
721321,689,Two Brothers Brewing Company,1237993192,4.5,4.0,4.5,emerge077,Wheatwine,4.5,4.0,Bare Tree Weiss Wine Vintage 2008,11.5,48715
1199828,9629,Short's Brewing Company,1299114425,3.5,3.5,3.5,SummitVA,American Brown Ale,3.5,4.0,Good Humans,8.0,54876
1068591,216,Brouwerij Rodenbach N.V.,1237835861,4.0,4.5,3.5,atis,Flanders Red Ale,4.0,4.5,Rodenbach Grand Cru,6.0,673
1336085,26,Three Floyds Brewing Co. & Brewpub,1326174611,3.5,4.0,4.0,DovaliHops,American Porter,3.5,3.5,Alpha Klaus Christmas (Xmas) Porter,6.0,7438
550442,16094,Double Mountain Brewery & Taproom,1274338065,3.5,3.5,4.0,beertunes,American Double / Imperial Stout,3.0,4.0,Imperial Chaos,9.5,55471
348838,306,Coors Brewing Company,1254679505,3.5,3.0,3.5,jctribe25,American Adjunct Lager,4.0,3.5,Coors Extra Gold,5.0,1466
975121,470,Abbaye de Leffe S.A.,1273699441,3.5,3.5,4.5,akenethon,Belgian Pale Ale,3.5,3.5,Leffe Blonde,6.6,2137
738803,16077,Fort George Brewery + Public House,1216454041,4.0,4.0,4.5,msubulldog25,Fruit / Vegetable Beer,4.5,4.0,South,7.8,43618
108727,6881,Skinner's Brewery,1302478026,3.5,3.5,4.0,jazzyjeff13,English Bitter,3.0,3.5,Skinner's Heligan Honey Ale,4.0,21891
1235676,864,Red Brick Brewing Company,1325814757,3.5,3.5,4.0,chinchill,American Porter,4.0,2.5,Red Brick Smoked Vanilla Gorilla,7.8,73309
1439749,63,Deschutes Brewery,1291244404,4.5,4.5,4.5,LordAdmNelson,American Double / Imperial Stout,4.5,5.0,The Abyss,11.0,34420
1401204,18134,Redhook Ale Brewery,1306083438,3.5,4.0,4.0,PhageLab,American Amber / Red Ale,3.0,3.5,Copperhook,5.7,35061
1431522,169,Stella Artois,1308436078,3.0,3.0,4.0,BierFan,Euro Pale Lager,3.5,3.0,Stella Artois,5.0,449
983912,751,Big Sky Brewing Company,1156804147,4.0,3.5,3.5,laintringulis,American Brown Ale,4.0,3.5,Moose Drool Brown Ale,5.1,2296
918134,160,Wychwood Brewery Company Ltd,1230385704,4.0,3.5,3.0,beerthulhu,English Pale Ale,4.0,3.5,WychCraft,4.5,27190
1494139,613,Bitburger Brauerei,1200190741,3.5,3.0,2.5,pokesbeerdude,German Pilsener,3.0,3.0,Bitburger Premium Pils,4.8,1641
604714,696,Thomas Hooker Brewing Company,1129996883,4.0,4.0,4.0,MattBrooks,Cream Ale,4.0,4.0,Thomas Hooker Blonde Ale,5.1,9801
342138,207,Brasserie de Rochefort,1269056043,4.5,4.0,4.5,adam42381,Quadrupel (Quad),4.5,4.0,Trappistes Rochefort 10,11.3,645
1561846,413,Grand Teton Brewing Co.,1273501047,4.5,4.5,4.0,pastradul,American Double / Imperial IPA,4.0,4.5,Bourbon Barrel Aged Lost Continent Double IPA,8.0,58229
144294,17981,Cigar City Brewing,1252898757,2.0,2.0,2.0,largadeer,American IPA,2.0,2.0,Jai Alai IPA - Cedar Aged (Humidor Series),7.5,50081
1377141,1432,Jackie O's Pub & Brewery,1302882826,4.5,5.0,4.5,readbaron,Russian Imperial Stout,4.0,4.0,Dark Apparition - Nuts,10.5,66032
1460823,96,Magic Hat Brewing Company,1165874826,4.0,4.0,4.0,mnj21655,American Amber / Red Ale,3.5,4.0,Roxy Rolles,5.1,33200
1386166,2769,Ahornberger Landbrauerei,1131221227,4.5,4.0,4.0,paterlodie,Munich Dunkel Lager,4.0,4.0,Ahornberger Dunkel,,11118
314857,35,Boston Beer Company (Samuel Adams),1277996526,4.5,4.0,4.0,mikesgroove,American IPA,4.0,4.0,Samuel Adams Latitude 48 IPA,6.0,57252
1110744,982,Coast Range Brewing Co.,1142151241,4.5,3.5,4.0,TheLongBeachBum,American IPA,4.0,4.0,Oasthouse IPA (Farmhouse Brewing),6.8,27543
353510,306,Coors Brewing Company,1294707078,4.0,3.5,4.0,mikesgroove,Witbier,3.5,3.5,Blue Moon Grand Cru,8.2,54083
309912,35,Boston Beer Company (Samuel Adams),1205078771,4.0,3.0,4.0,Enola,Light Lager,3.0,3.5,Sam Adams Light,4.0,1503
1171495,10099,Dogfish Head Brewery,1087525945,4.5,5.0,4.0,malty,American IPA,4.5,4.5,60 Minute IPA,6.0,6108
845877,72,Weisses Bräuhaus G. Schneider & Sohn GmbH,1210514836,4.5,4.0,4.5,avalon07,Weizenbock,4.0,4.5,Schneider Aventinus,8.2,224
1292503,15711,HaandBryggeriet,1285493050,4.5,3.5,4.0,Brabander,Hefeweizen,4.0,4.0,Bavarian Weizen,5.5,37297
63277,16866,The Bruery,1314485869,4.0,4.5,4.0,ZimZamZoom,Berliner Weissbier,4.0,4.0,Hottenroth Berliner Weisse,3.1,43889
799208,18149,The Lost Abbey,1278456611,5.0,5.0,5.0,HopHead84,American Wild Ale,4.5,5.0,Veritas 004,8.0,45957
1482525,19866,Upright Brewing Company,1275882291,4.5,4.0,3.5,msubulldog25,English Stout,4.0,4.0,Oyster Stout,6.25,56411
674957,11036,Foothills Brewing Company,1299116350,3.5,4.0,4.0,PDXHops,American Stout,3.5,3.5,Total Eclipse Stout,7.0,22652
94111,140,Sierra Nevada Brewing Co.,1276604092,4.0,4.0,4.0,jkgraham,American IPA,4.0,4.0,Sierra Nevada Torpedo Extra IPA,7.2,30420
280443,3865,North End Tavern & Brewery,1059318157,3.5,3.5,3.0,deckjohn,American Pale Lager,3.0,3.5,Farson's Lager,,11777
301941,35,Boston Beer Company (Samuel Adams),1250642418,5.0,5.0,5.0,Bricelyn,English Pale Ale,4.0,4.0,Samuel Adams Pale Ale,5.25,833
1143570,863,Russian River Brewing Company,1300646381,4.5,4.0,4.0,petacutlasaurus,Belgian Pale Ale,4.5,4.5,Redemption,5.15,13741
385166,184,Bierbrouwerij De Koningshoeven B.V.,1169380199,3.5,2.0,3.5,rec,Dubbel,3.0,3.0,La Trappe Dubbel (Koningshoeven / Dominus),7.0,626
1003982,66,Einbecker Brauhaus AG,1117995268,3.0,3.5,3.5,Viggo,Schwarzbier,3.5,3.0,Einbecker Schwarzbier,4.9,1874
473349,719,Blitz-Weinhard Brewing Co.,1294537715,4.0,3.5,2.5,Bookseeb,Munich Dunkel Lager,3.0,3.5,Henry Weinhard's Classic Dark Lager,4.81,27736
1460277,2681,Oskar Blues Grill & Brew,1192076887,4.0,4.0,4.5,PittBeerGirl,Scotch Ale / Wee Heavy,5.0,4.0,Old Chub - Scottish Style Ale,8.0,14712
590055,1549,Goose Island Beer Co.,1130208496,4.0,3.5,3.0,juicy1484,American Pale Wheat Ale,3.5,4.0,312 Urban Wheat,4.2,17141
235439,1628,Southampton Publick House,1180840259,3.5,4.0,4.0,Gmann,Quadrupel (Quad),3.5,3.5,Southampton Abbot 12,10.5,4575
822143,3599,Baird Brewing Company / Fishmarket Taproom,1247285147,4.5,4.0,4.0,jwc215,American Pale Ale (APA),4.0,4.0,Rising Sun Pale Ale,5.1,10592
736249,256,Lost Coast Brewery and Cafe,978368282,4.0,3.5,4.0,Jason,English Brown Ale,3.5,3.5,Downtown Brown,5.0,717
1084916,1453,Siletz Brewing And Public House,1051559804,4.5,3.5,4.0,NeroFiddled,Scottish Gruit / Ancient Herbed Ale,4.0,4.5,Spruce Ale,6.5,4721
1000895,435,Minhas Craft Brewery,1244502888,3.0,2.0,3.0,Ottertude,American Adjunct Lager,2.0,3.0,Rhinelander,4.4,1363
146012,14551,Green Valley Brewing Company (Crooked Creek),1203547240,3.5,3.0,4.0,Natural510,English Pale Ale,4.0,3.5,Stone Mill Organic Pale Ale,5.5,32626
916217,9558,Brown's Brewing Company,1250475990,4.0,4.0,3.5,mothman,Oatmeal Stout,3.0,4.0,Brown's Oatmeal Stout,5.25,23462
1576759,1460,King Brewing Company,1162424688,3.5,3.0,4.0,nortmand,Märzen / Oktoberfest,3.5,3.0,King's Fest Bier,7.0,19707
545853,583,Saint Louis Brewery / Schlafly Tap Room,1237736842,4.0,3.0,3.5,homebrewhawk,Scotch Ale / Wee Heavy,4.0,3.5,Schlafly Scotch Style Ale,6.2,1627
33018,1199,Founders Brewing Company,1196737345,4.0,4.0,4.5,BelgianAleSlut,Old Ale,4.0,4.0,Founders Curmudgeon (Old Ale),9.8,24905
797345,187,Brouwerij Lindemans,1070327130,4.0,4.0,4.0,moulefrite,Lambic - Fruit,3.5,4.0,Lindemans Framboise,2.5,599
333558,958,Red Star Brewery & Grill,1157660703,3.5,3.5,3.5,Dogbrick,Hefeweizen,3.5,3.5,Golden Goddess Hefe Weizen,5.0,32671
349588,306,Coors Brewing Company,1222666406,3.0,1.5,1.5,jla12,Light Lager,1.5,2.0,Coors Light,4.2,837
455496,590,New Glarus Brewing Company,1216748209,5.0,4.5,4.0,brewdlyhooked13,Oatmeal Stout,4.5,5.0,Road Slush Stout,6.2,28267
50770,394,Stoudts Brewing Co.,1140203492,4.0,4.5,4.0,weeare138,Tripel,4.5,4.5,Stoudt's Abbey Triple (750ml Release),9.0,1620
1041755,173,Hair of the Dog Brewing Company / Brewery and Tasting Room,1151327073,4.5,4.5,4.0,loren01,Old Ale,5.0,4.5,Adam,10.0,945
398595,753,Brasserie Caracole,1106878669,4.5,4.5,4.0,Gueuzedude,Belgian Strong Pale Ale,4.0,4.5,Saxo,8.0,2585
739756,14952,Williamsburg AleWerks,1318463281,5.0,4.0,4.0,GeoJ,American Brown Ale,4.5,5.0,Tavern Ale,5.6,33566
104066,24300,Evil Twin Brewing,1307728377,4.0,4.0,4.0,thagr81us,American Double / Imperial IPA,3.0,4.5,Evil Twin Disco Beer,10.5,68298
69211,24355,Three Heads Brewing,1297827409,4.0,4.0,3.0,mbusster88,American Porter,4.5,3.5,Java Sutra Coffee Porter,6.5,64137
746759,16315,BrewDog,1213527468,3.5,4.0,3.5,brendan13,American Pale Lager,3.5,4.0,Hop Rocker,5.5,39758
1440664,63,Deschutes Brewery,1283812631,5.0,4.0,4.5,brewdub17,American Porter,4.5,4.5,Black Butte Porter,5.2,198
22712,1199,Founders Brewing Company,1319515772,4.5,4.5,5.0,spitInTheOcean,American Double / Imperial Stout,4.5,4.5,Founders Breakfast Stout,8.3,11757
1462265,96,Magic Hat Brewing Company,1203283172,4.0,3.5,4.0,VeloKev,Irish Red Ale,3.5,4.0,Odd Notion (Spring 08),4.6,40684
488088,132,Rogue Ales,1075236467,4.0,4.0,4.5,Imbiber,Maibock / Helles Bock,4.5,4.5,Dead Guy Ale,6.5,355
1031842,39,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,1285214336,4.5,4.0,3.5,Duff27,Doppelbock,4.0,4.5,Ayinger Celebrator Doppelbock,6.7,131
19035,1199,Founders Brewing Company,1264286253,4.0,4.5,4.0,bonkers,Scotch Ale / Wee Heavy,4.0,4.5,Founders Backwoods Bastard,10.2,35036
1128293,105,Miller Brewing Co.,1193068061,2.5,1.5,2.0,dteal1,Light Lager,2.0,2.5,Miller Lite,4.17,332
1241534,209,Guinness Ltd.,1166676054,3.5,3.0,4.0,Beerwolf17,Irish Dry Stout,3.0,3.0,Guinness Draught,4.2,754
1215138,779,"Adnams plc, Sole Bay Brewery",1077459197,3.5,4.0,4.0,StevieW,Extra Special / Strong Bitter (ESB),4.0,4.0,Adnams SSB (Suffolk Special Bitter),4.5,7615
305471,35,Boston Beer Company (Samuel Adams),1025414373,3.0,3.5,3.5,goindownsouth,American Pale Wheat Ale,3.5,3.5,Samuel Adams Summer Ale,5.3,103
946155,287,"Bell's Brewery, Inc.",1310604708,4.0,4.0,4.0,Yagman3000,Doppelbock,4.0,4.0,Bell's Consecrator Doppelbock,8.0,2732
1463524,96,Magic Hat Brewing Company,1178991134,3.0,3.5,3.5,drseamus,Fruit / Vegetable Beer,3.0,3.5,#9,5.1,299
45728,1,"Plzensky Prazdroj, a. s.",1054057246,4.0,4.5,4.5,LarryKemp,Czech Pilsener,4.0,4.0,Pilsner Urquell,4.4,429
996436,15237,De Struise Brouwers,1313415931,4.0,4.0,3.5,Knapp85,Quadrupel (Quad),4.0,4.0,Pannepøt - Old Monk's Ale,10.0,36198
560279,423,Boulevard Brewing Co.,1317612118,4.0,3.0,4.0,brewdlyhooked13,American Pale Wheat Ale,4.5,3.5,Unfiltered Wheat,4.6,1260
533733,552,Scheldebrouwerij,1255293654,4.0,3.5,4.0,rvdoorn,Quadrupel (Quad),4.0,3.5,Straffe Toeback,9.5,53308
1362623,220,Lagunitas Brewing Company,1227327084,5.0,4.5,4.5,FACEMEAT,American Strong Ale,5.0,4.5,Lagunitas Imperial Red Ale,7.5,22387
485617,788,Slab City Brewing Company,1163474924,3.0,3.5,4.0,Westsidethreat,Irish Dry Stout,3.0,3.0,Milkhouse Stout,,5224
573910,9897,Jolly Pumpkin Artisan Ales,1275048510,5.0,4.5,4.5,tprokop7,American Wild Ale,5.0,5.0,Perseguidor (Batch 3),,58680
542437,2372,Terrapin Beer Company,1285722537,3.5,4.0,4.0,steve8robin,Wheatwine,3.0,3.5,Terrapin Gamma Ray,11.0,45275
863248,9790,The Duck-Rabbit Craft Brewery,1289762348,4.0,4.0,3.5,Viggo,Baltic Porter,4.0,4.0,Duck-Rabbit Baltic Porter,9.0,32180
214959,23458,La Brasserie Du Val De Drôme,1281891855,3.5,3.5,3.5,thierrynantes,English Brown Ale,3.5,4.0,Markus Brune,6.9,61046
332417,1805,Rock Art Brewery,1194404145,4.5,3.5,4.5,Vancer,Bock,3.5,4.0,Mountain Holidays In Vermont Rich Creamy Bock Lager,,20968
1145198,71,Fuller Smith & Turner PLC,1066446209,4.0,4.0,4.0,Brent,English Strong Ale,4.5,4.5,Fuller's 1845,6.3,560
80280,140,Sierra Nevada Brewing Co.,1205117347,4.0,4.5,4.0,Greggy,American Porter,4.0,4.0,Sierra Nevada Porter,5.6,279
835082,793,Lake Louie Brewery Company,1225143104,5.0,4.0,4.0,SPLITGRIN,Russian Imperial Stout,5.0,4.0,Mr. Mephisto's Imperial Stout,9.0,27947
980881,605,"Bayern Brewing, Inc.",1183270310,3.5,4.0,3.5,loren01,American Amber / Red Lager,3.5,3.0,Killarney Red Lager,5.7,28964
309794,35,Boston Beer Company (Samuel Adams),1233528709,3.0,3.5,3.5,nebula1999,Light Lager,4.0,3.5,Sam Adams Light,4.0,1503
1422866,523,Museumbrouwerij De Roos,1162724429,2.5,3.5,3.5,Absumaster,Tripel,2.5,2.5,Bikse Tripel,8.0,23906
99028,183,Brouwerij Sterkens N.V.,1179354860,4.0,3.5,4.0,barefootbrewer,Dubbel,4.0,4.0,St. Sebastiaan Dark,6.9,713
1198511,9629,Short's Brewing Company,1277383202,3.5,4.5,5.0,GregoryVII,Wheatwine,4.0,4.0,Anniversary Ale,10.0,49664
218471,158,Great Divide Brewing Company,1302050022,3.5,3.5,4.0,Gushue3,Old Ale,4.0,3.5,Hibernation Ale,8.7,1446
610866,10046,Left Coast Brewing Company,1292290750,4.0,3.0,4.5,boomer31,American Double / Imperial IPA,4.0,3.5,Left Coast Hop Juice,9.7,38515
295803,35,Boston Beer Company (Samuel Adams),1325383018,3.5,3.0,4.0,JoeyBeerBelly,Bière de Champagne / Bière Brut,3.5,3.5,Infinium,10.3,64089
1435650,596,Portsmouth Brewery,1234668455,1.5,2.5,3.0,tayner,Flanders Red Ale,3.5,2.0,Portsmouth Flanders Red - Maude,4.5,47593
776790,42,Brewery Ommegang,1266553832,2.5,4.0,4.5,civilizedpsycho,Quadrupel (Quad),3.5,3.0,Three Philosophers Belgian Style Blend (Quadrupel),9.8,3457
794837,16456,Cody Brewing Company,1307911946,3.0,2.5,3.5,smcolw,American Blonde Ale,3.5,3.0,Blonde Ale 2,,69966
1065767,179,Snake River Brewing Company & Brewpub,1292036121,4.0,3.5,3.5,DanThomas,Saison / Farmhouse Ale,3.5,4.0,Danimal's Farmhouse Ale,7.0,58568
1461132,96,Magic Hat Brewing Company,1268605840,3.5,3.0,3.0,jdhilt,American Amber / Red Lager,3.5,3.5,Vinyl,5.1,54540
227536,158,Great Divide Brewing Company,1277355468,4.5,4.0,4.5,stimulus,Saison / Farmhouse Ale,4.0,4.0,Colette Farmhouse Ale,7.3,49374
266946,68,Flying Dog Brewery,1299195193,3.5,3.0,4.0,SuperSpy,California Common / Steam Beer,3.5,3.0,Old Scratch Amber Lager,5.5,204
1354156,1528,Snowshoe Brewing Company,1023695665,3.0,2.5,3.0,Tim,Hefeweizen,3.0,2.5,Snoweizen,5.1,4071
563702,423,Boulevard Brewing Co.,1280531314,4.0,4.5,4.5,mikeborglum,American Double / Imperial IPA,4.0,4.5,Double Wide I.P.A.,8.5,39639
